nan,4.569003496835930545e-01,nan,nan,nan,nan,4.829025194894712159e-01,nan,nan,nan
nan,nan,nan,7.574347931729209504e-01,nan,7.667801631563357923e-01,nan,nan,nan,nan
nan,nan,nan,7.251828227876183641e-01,nan,nan,nan,8.522896785949554133e-01,nan,nan
8.614701767411320210e-01,nan,nan,nan,nan,nan,nan,nan,8.757866897996661182e-01,nan
nan,nan,nan,3.047384869483810710e-01,nan,nan,nan,nan,3.629493001033745059e-01,nan
nan,nan,nan,nan,9.210152825340888194e-01,nan,8.045674823998132386e-01,nan,nan,nan
nan,nan,9.997834132432470433e-01,nan,nan,7.747592336822411996e-01,nan,nan,nan,nan
nan,nan,nan,nan,6.456058764320293797e-01,nan,9.875060024986225260e-01,nan,nan,nan
8.845255979533492852e-01,nan,nan,nan,nan,9.897151833823590872e-01,nan,nan,nan,nan
nan,nan,nan,nan,6.430457708535267658e-01,5.908745063040053980e-01,nan,nan,nan,nan
nan,5.878160241881797976e-01,nan,nan,nan,nan,nan,5.362070707004092940e-01,nan,nan
nan,nan,nan,4.975496175029270884e-01,nan,5.016872574565226506e-01,nan,nan,nan,nan
nan,nan,nan,nan,9.780809798197069860e-01,nan,9.945802657370595989e-01,nan,nan,nan
nan,8.479774604659481296e-01,nan,nan,nan,7.548912087455031950e-01,nan,nan,nan,nan
nan,nan,nan,9.779176161517003640e-01,nan,nan,nan,nan,9.139348161543486837e-01,nan
nan,7.564396854448376395e-01,nan,nan,nan,nan,nan,nan,nan,8.882624889280109626e-01
nan,nan,nan,nan,9.438304158326998872e-01,nan,7.619792036599681850e-01,nan,nan,nan
nan,8.548036440429656047e-01,nan,nan,nan,nan,8.547934643200459925e-01,nan,nan,nan
nan,nan,7.292281965286515621e-01,nan,nan,nan,nan,nan,nan,9.176990913053262311e-01
nan,nan,nan,9.316562044403925436e-01,nan,nan,nan,nan,8.754389218071008116e-01,nan
nan,nan,nan,nan,6.650197448134299583e-01,nan,nan,nan,6.787424344059894699e-01,nan
nan,nan,nan,8.507701849755341383e-01,nan,nan,nan,nan,9.978970746929248792e-01,nan
nan,nan,nan,nan,8.410704414601318790e-01,nan,nan,9.656757875623099840e-01,nan,nan
nan,4.987154730295595972e-01,nan,nan,nan,8.261506009991326227e-01,nan,nan,nan,nan
nan,nan,9.927965703844411349e-01,nan,nan,nan,nan,9.923571231265950754e-01,nan,nan
nan,7.857093430341454132e-01,nan,nan,nan,nan,7.899465945742203399e-01,nan,nan,nan
nan,8.770481087394611519e-01,nan,nan,nan,nan,nan,nan,nan,8.586589298278520799e-01
9.177664079084673077e-01,nan,nan,nan,nan,6.949151578954245734e-01,nan,nan,nan,nan
nan,9.149673154631232652e-01,nan,nan,nan,nan,nan,nan,9.438849711856571734e-01,nan
nan,nan,nan,7.022720341049089043e-01,nan,7.111843281674687933e-01,nan,nan,nan,nan
nan,nan,nan,nan,7.707425045634179739e-01,nan,nan,7.418612522105090257e-01,nan,nan
nan,nan,nan,nan,9.465275516488999008e-01,nan,9.059913735565934267e-01,nan,nan,nan
nan,nan,nan,nan,7.908082190296625846e-01,nan,nan,nan,9.353520480074961618e-01,nan
nan,nan,nan,7.087890224315568366e-01,nan,nan,nan,6.765697133408256070e-01,nan,nan
5.420161535904385319e-01,nan,nan,nan,nan,8.381501643483360020e-01,nan,nan,nan,nan
8.508620618112014977e-01,nan,nan,nan,nan,nan,8.390102416269813457e-01,nan,nan,nan
nan,nan,6.129100636440814043e-01,nan,nan,6.525180435117214905e-01,nan,nan,nan,nan
nan,nan,8.060658471860435714e-01,nan,nan,nan,nan,nan,nan,6.639210025327144660e-01
8.493853126945856147e-01,nan,nan,nan,nan,nan,nan,nan,8.625727789481356655e-01,nan
nan,nan,nan,6.080041354331550130e-01,nan,6.151841514716425152e-01,nan,nan,nan,nan
nan,nan,8.639004699981129853e-01,nan,nan,nan,nan,8.606347916376344553e-01,nan,nan
8.944707633123391011e-01,nan,nan,nan,nan,nan,nan,9.062476716086790285e-01,nan,nan
nan,nan,6.356153768514199998e-01,nan,nan,nan,6.730480546904150652e-01,nan,nan,nan
nan,nan,9.415776377472265812e-01,nan,nan,nan,9.116155910218018965e-01,nan,nan,nan
nan,9.743802258536978789e-01,nan,nan,nan,nan,nan,nan,9.890084935964799095e-01,nan
8.174357235129520172e-01,nan,nan,nan,nan,9.619212262986435169e-01,nan,nan,nan,nan
nan,7.193860697948788463e-01,nan,nan,nan,nan,nan,nan,nan,9.152844247176531445e-01
nan,9.192814356972339729e-01,nan,nan,nan,nan,nan,nan,9.477477119725408183e-01,nan
9.968725911848725918e-01,nan,nan,nan,nan,nan,nan,nan,nan,7.789363970280335225e-01
nan,8.888148930243040535e-01,nan,nan,nan,nan,8.871726824238960196e-01,nan,nan,nan
nan,8.391300330260323959e-01,nan,nan,nan,nan,8.399944331981765711e-01,nan,nan,nan
nan,nan,9.794264638078179486e-01,nan,nan,nan,nan,nan,nan,7.512722658845568668e-01
nan,7.832762596697653290e-01,nan,nan,nan,nan,7.876779075146651543e-01,nan,nan,nan
8.163743058888329740e-01,nan,nan,nan,nan,nan,nan,nan,8.254814463072615016e-01,nan
nan,nan,9.794736451759944451e-01,nan,nan,9.999809095222723654e-01,nan,nan,nan,nan
nan,nan,7.387636823940136876e-01,nan,nan,nan,nan,nan,7.385346975998593466e-01,nan
7.983753548926271204e-01,nan,nan,nan,nan,nan,nan,nan,nan,9.412834065413840934e-01
nan,nan,nan,nan,8.507077060754976161e-01,nan,nan,nan,8.217579989143422026e-01,nan
nan,6.523502149748655610e-01,nan,nan,nan,nan,nan,nan,6.231460454328628940e-01,nan
nan,nan,nan,nan,7.620159719543986299e-01,nan,nan,nan,7.915853782698957231e-01,nan
6.388363178722058500e-01,nan,nan,nan,nan,nan,6.589042457803491182e-01,nan,nan,nan
nan,nan,9.849823920500894170e-01,nan,nan,nan,9.661302242507998628e-01,nan,nan,nan
nan,9.120504397922143403e-01,nan,nan,nan,nan,nan,nan,nan,8.636346880522103309e-01
nan,nan,nan,nan,8.759087922017314565e-01,nan,nan,nan,7.573990069603324660e-01,nan
nan,nan,nan,9.273372383340161562e-01,nan,nan,nan,nan,7.033166114266447000e-01,nan
nan,nan,nan,5.185932700408767415e-01,nan,nan,nan,8.385981288290000890e-01,nan,nan
9.544524356884597216e-01,nan,nan,nan,nan,nan,nan,9.649733266413105248e-01,nan,nan
5.997198556087716126e-01,nan,nan,nan,nan,nan,nan,5.654871636791141132e-01,nan,nan
nan,nan,nan,9.939264218296627318e-01,nan,nan,nan,nan,9.830659244343249448e-01,nan
9.952554356352318887e-01,nan,nan,nan,nan,9.217636693822783833e-01,nan,nan,nan,nan
7.996316146808072345e-01,nan,nan,nan,nan,nan,nan,nan,nan,9.894714817249848915e-01
nan,nan,9.661870828083608531e-01,nan,nan,9.198795364921635853e-01,nan,nan,nan,nan
8.443972921085974859e-01,nan,nan,nan,nan,nan,nan,nan,8.570574753881243790e-01,nan
6.406157190141238411e-01,nan,nan,nan,nan,nan,nan,nan,nan,7.789363970280335225e-01
nan,nan,nan,nan,5.135230866204628652e-01,4.145945615300421494e-01,nan,nan,nan,nan
nan,nan,nan,8.856734242599091367e-01,nan,nan,nan,nan,nan,8.837690544484646527e-01
nan,nan,8.009865599215278964e-01,nan,nan,nan,nan,7.973371088332510404e-01,nan,nan
8.447915880061944716e-01,nan,nan,nan,nan,nan,nan,nan,nan,5.661932030628893386e-01
nan,nan,nan,nan,9.198931209338471193e-01,nan,5.424510701444869021e-01,nan,nan,nan
8.235778844112678909e-01,nan,nan,nan,nan,nan,nan,nan,nan,8.789692866109720670e-01
nan,nan,nan,7.829769325142962311e-01,nan,nan,nan,8.899584769845173549e-01,nan,nan
nan,6.538673205381564379e-01,nan,nan,nan,nan,nan,6.244104285975698998e-01,nan,nan
nan,9.528777750591327367e-01,nan,nan,nan,nan,nan,9.726468325759364264e-01,nan,nan
nan,nan,nan,6.014167456804984102e-01,nan,nan,7.829906995539552828e-01,nan,nan,nan
nan,nan,6.414484902587558324e-01,nan,nan,nan,nan,nan,nan,8.567157315424892561e-01
nan,9.607358329568949085e-01,nan,nan,nan,nan,nan,nan,nan,9.376784273142070303e-01
7.433918091906651648e-01,nan,nan,nan,nan,nan,7.458369430903367681e-01,nan,nan,nan
nan,nan,nan,nan,7.928491946952015423e-01,nan,9.150678083528995810e-01,nan,nan,nan
nan,nan,nan,nan,7.222706068977580163e-01,7.020437342972536410e-01,nan,nan,nan,nan
nan,9.795926864674534551e-01,nan,nan,nan,nan,nan,9.908799633185588762e-01,nan,nan
9.501348546596682931e-01,nan,nan,nan,nan,8.067079298567598755e-01,nan,nan,nan,nan
nan,nan,nan,nan,6.847979020249165272e-01,nan,nan,nan,nan,6.739291927191451981e-01
nan,nan,9.921234110329562039e-01,nan,nan,nan,nan,nan,9.926114539960391170e-01,nan
nan,nan,nan,nan,9.088438670252564355e-01,nan,nan,9.995183929368546272e-01,nan,nan
nan,nan,8.832813826918054501e-01,nan,nan,nan,nan,8.802228323804068832e-01,nan,nan
nan,6.976741199278420069e-01,nan,nan,nan,nan,7.081597649348986279e-01,nan,nan,nan
nan,nan,7.809223169927200781e-01,nan,nan,nan,7.755597516525416513e-01,nan,nan,nan
nan,nan,nan,nan,8.281178045424590906e-01,8.427820617803275516e-01,nan,nan,nan,nan
nan,5.112376397328466382e-01,nan,nan,nan,nan,nan,4.364904176182307638e-01,nan,nan
nan,nan,nan,7.653961061253937714e-01,nan,nan,nan,7.005787336564767154e-01,nan,nan
nan,nan,nan,nan,8.165199800950312392e-01,nan,nan,nan,8.069198702010488278e-01,nan
nan,nan,nan,nan,8.685486848711704289e-01,nan,nan,nan,nan,8.814092261668471373e-01
8.772393480499705021e-01,nan,nan,nan,nan,nan,8.631505891006953091e-01,nan,nan,nan
nan,nan,nan,6.207386996426482728e-01,nan,6.282109513438589588e-01,nan,nan,nan,nan
nan,nan,9.220881013224790923e-01,nan,nan,nan,nan,nan,9.237643317073721549e-01,nan
nan,8.980113781397320860e-01,nan,nan,nan,nan,nan,nan,nan,9.155585065777954723e-01
nan,nan,7.229787982578734784e-01,nan,nan,nan,nan,nan,nan,9.780535644327094102e-01
nan,6.953247872027302767e-01,nan,nan,nan,nan,7.059814746244412742e-01,nan,nan,nan
nan,nan,nan,6.176089920236539355e-01,nan,nan,nan,nan,nan,6.534333202538052943e-01
nan,nan,nan,9.919830984340789470e-01,nan,nan,nan,nan,nan,9.889366318356874741e-01
7.806539283571358734e-01,nan,nan,nan,nan,nan,7.774646604516474158e-01,nan,nan,nan
8.504953468419844675e-01,nan,nan,nan,nan,nan,8.386794887146568067e-01,nan,nan,nan
nan,6.492775642634036615e-01,nan,nan,nan,nan,nan,nan,nan,9.454877302530414473e-01
nan,9.378320267513151620e-01,nan,nan,nan,nan,nan,nan,nan,9.286361751893326133e-01
nan,nan,nan,nan,7.288561865499907366e-01,7.111843281674687933e-01,nan,nan,nan,nan
nan,nan,8.738703651935998407e-01,nan,nan,nan,8.483401183023631109e-01,nan,nan,nan
nan,8.821838812721314316e-01,nan,nan,nan,nan,nan,9.078478746256429810e-01,nan,nan
nan,nan,nan,5.623823772941719534e-01,nan,nan,7.048801277678359289e-01,nan,nan,nan
nan,4.868541945278369032e-01,nan,nan,nan,nan,nan,4.057756765321607895e-01,nan,nan
nan,nan,nan,nan,8.358326203413768418e-01,nan,6.482553812051806696e-01,nan,nan,nan
nan,nan,6.925074834890493358e-01,nan,nan,8.547287284865766610e-01,nan,nan,nan,nan
nan,nan,nan,9.896489269658227395e-01,nan,nan,nan,9.376208562252411616e-01,nan,nan
nan,nan,4.900204113517498405e-01,nan,nan,nan,nan,4.880785535939256015e-01,nan,nan
nan,nan,nan,9.936437100158868052e-01,nan,nan,9.118147089327455213e-01,nan,nan,nan
nan,8.834963789715110094e-01,nan,nan,nan,nan,8.820809323922900180e-01,nan,nan,nan
nan,nan,nan,nan,7.707425045634179739e-01,nan,nan,7.504827888474382425e-01,nan,nan
7.555223431927012845e-01,nan,nan,nan,nan,7.684090079300266440e-01,nan,nan,nan,nan
nan,8.504209589108553402e-01,nan,nan,nan,nan,nan,8.734552748406722023e-01,nan,nan
nan,nan,9.924165318172073480e-01,nan,nan,nan,nan,9.919584064898249176e-01,nan,nan
nan,nan,nan,4.211218314498214599e-01,nan,nan,6.466797803210738715e-01,nan,nan,nan
nan,nan,nan,9.928543898419170954e-01,nan,9.939480710702698341e-01,nan,nan,nan,nan
nan,nan,nan,8.934635423121947140e-01,nan,9.009905199194941927e-01,nan,nan,nan,nan
nan,nan,9.789606105601053043e-01,nan,nan,9.836931315869615888e-01,nan,nan,nan,nan
nan,nan,nan,7.729725396370624724e-01,nan,7.823409267347470886e-01,nan,nan,nan,nan
nan,nan,7.933391391890621813e-01,nan,nan,7.043672172975768975e-01,nan,nan,nan,nan
nan,nan,nan,nan,9.620371403066910743e-01,nan,9.423197331511076191e-01,nan,nan,nan
nan,nan,nan,7.171596297704968537e-01,nan,nan,nan,nan,nan,7.379387802575728683e-01
nan,nan,nan,nan,9.437296106833898968e-01,nan,nan,nan,nan,9.559612719155868854e-01
nan,9.382686852802832878e-01,nan,nan,nan,nan,9.352466032997109879e-01,nan,nan,nan
nan,nan,8.445346856051718643e-01,nan,nan,nan,nan,8.411074725369952487e-01,nan,nan
8.585349591243176537e-01,nan,nan,nan,nan,nan,nan,nan,8.725973038881069677e-01,nan
8.103314005191641911e-01,nan,nan,nan,nan,7.401846246054619716e-01,nan,nan,nan,nan
nan,nan,nan,nan,7.526976993546667938e-01,nan,nan,nan,nan,7.528630517710120928e-01
nan,nan,nan,nan,8.106289885874707890e-01,nan,nan,7.546181429606783064e-01,nan,nan
nan,nan,7.747018380901162793e-01,nan,nan,nan,nan,nan,7.750845733286134687e-01,nan
nan,nan,nan,nan,8.435804280313173864e-01,8.616918698195130677e-01,nan,nan,nan,nan
nan,nan,7.652987488964193563e-01,nan,nan,nan,nan,nan,nan,5.574312454498995262e-01
nan,nan,nan,nan,8.787309911541958396e-01,9.023111810655424225e-01,nan,nan,nan,nan
9.916975639699082690e-01,nan,nan,nan,nan,9.859057787886856827e-01,nan,nan,nan,nan
nan,nan,8.728240774313257289e-01,nan,nan,nan,nan,8.696477623194618367e-01,nan,nan
nan,nan,6.375761354026593386e-01,nan,nan,nan,nan,6.343139294413768781e-01,nan,nan
nan,5.609576736283721221e-01,nan,nan,nan,nan,nan,nan,nan,6.664669121867446977e-01
nan,nan,nan,7.251828227876183641e-01,nan,nan,nan,nan,6.686917340333715654e-01,nan
nan,nan,nan,8.631555387064065998e-01,nan,8.715495017918893916e-01,nan,nan,nan,nan
nan,nan,nan,7.232086238700468073e-01,nan,nan,nan,nan,nan,7.430687977274617051e-01
nan,nan,nan,9.760323008341792450e-01,nan,nan,9.800110921573997880e-01,nan,nan,nan
nan,8.581349317968067769e-01,nan,nan,nan,8.390929955472398172e-01,nan,nan,nan,nan
nan,nan,nan,6.445434073249866058e-01,nan,nan,7.829906995539552828e-01,nan,nan,nan
8.330206197441248905e-01,nan,nan,nan,nan,nan,nan,nan,8.443540103125859453e-01,nan
nan,8.581349317968067769e-01,nan,nan,nan,nan,nan,nan,nan,9.923710460631933739e-01
nan,nan,6.041065302317559782e-01,nan,nan,nan,nan,6.010881862956062305e-01,nan,nan
nan,nan,nan,7.044677213986526576e-01,nan,nan,9.063287208745691714e-01,nan,nan,nan
nan,6.830334518717569026e-01,nan,nan,nan,nan,6.945850074903971993e-01,nan,nan,nan
6.220999077798388122e-01,nan,nan,nan,nan,nan,nan,5.920459363194646718e-01,nan,nan
8.074644850773570193e-01,nan,nan,nan,nan,nan,nan,nan,nan,7.997388391839542754e-01
7.424140476830201063e-01,nan,nan,nan,nan,nan,nan,7.350703886604974535e-01,nan,nan
nan,nan,nan,9.278382061200203257e-01,nan,nan,nan,nan,nan,9.226729995802305240e-01
nan,nan,nan,nan,9.533088942998341198e-01,nan,nan,nan,nan,9.645656217572439184e-01
nan,nan,nan,9.824510122077282359e-01,nan,nan,nan,9.998210605968355091e-01,nan,nan
nan,7.639110434563270990e-01,nan,nan,nan,9.437355726122483857e-01,nan,nan,nan,nan
nan,nan,9.920130815284613490e-01,nan,nan,nan,nan,9.915353739914950504e-01,nan,nan
nan,nan,nan,8.709636992921166998e-01,nan,nan,nan,nan,7.848861425858385532e-01,nan
nan,nan,nan,nan,8.259026439203902559e-01,nan,9.142302260514002521e-01,nan,nan,nan
7.707063557535476228e-01,nan,nan,nan,nan,nan,nan,nan,7.722849067395468614e-01,nan
nan,nan,nan,nan,9.136143233036977396e-01,nan,nan,8.799145566943479269e-01,nan,nan
nan,nan,nan,nan,8.251531091280955854e-01,nan,nan,nan,nan,8.346046127025535943e-01
nan,nan,nan,3.560478012913595447e-01,nan,3.557705049187755986e-01,nan,nan,nan,nan
9.827144927636867200e-01,nan,nan,nan,nan,nan,9.733856838459302718e-01,nan,nan,nan
nan,nan,9.383292727118131005e-01,nan,nan,nan,nan,nan,nan,7.076340914757642819e-01
nan,nan,nan,5.980664793537695534e-01,nan,nan,nan,nan,9.971147446469855735e-01,nan
nan,nan,nan,9.982671246890534311e-01,nan,nan,nan,nan,9.988920403724933506e-01,nan
9.926423302315919850e-01,nan,nan,nan,nan,nan,nan,nan,nan,6.664669121867446977e-01
9.002117209263020836e-01,nan,nan,nan,nan,5.944698853542291772e-01,nan,nan,nan,nan
nan,nan,4.389845481361660529e-01,nan,nan,nan,nan,nan,4.332297170408522247e-01,nan
nan,nan,9.803068127610446991e-01,nan,nan,nan,nan,9.793378719387219045e-01,nan,nan
nan,nan,nan,nan,8.598734053921786025e-01,nan,7.853598189696998633e-01,nan,nan,nan
nan,nan,6.526844963391542631e-01,nan,nan,nan,nan,nan,6.508113655101550599e-01,nan
nan,nan,nan,nan,9.650554022525210662e-01,nan,9.961952087788888965e-01,nan,nan,nan
nan,nan,8.962239077713081148e-01,nan,nan,nan,nan,nan,nan,9.907941665902780803e-01
9.042774997199380937e-01,nan,nan,nan,nan,nan,nan,nan,nan,8.814092261668471373e-01
nan,9.146637916881636965e-01,nan,nan,nan,nan,9.121117132401206362e-01,nan,nan,nan
nan,nan,nan,8.769533551510204639e-01,nan,nan,nan,9.616369091494848531e-01,nan,nan
8.097642105599884843e-01,nan,nan,nan,nan,nan,nan,nan,nan,7.413765944320912515e-01
nan,nan,nan,nan,8.213191064103997352e-01,nan,nan,6.493265023581389350e-01,nan,nan
nan,nan,nan,7.787722584236608236e-01,nan,nan,nan,nan,8.629823496625040891e-01,nan
9.177664079084673077e-01,nan,nan,nan,nan,nan,nan,9.300211955874058134e-01,nan,nan
nan,9.680170347323930891e-01,nan,nan,nan,nan,nan,nan,9.851709733011965175e-01,nan
nan,nan,7.603536652264126783e-01,nan,nan,nan,nan,nan,7.605000282159645186e-01,nan
9.992638123770657410e-01,nan,nan,nan,nan,9.538170586083936087e-01,nan,nan,nan,nan
nan,nan,nan,nan,9.858266888321025601e-01,nan,8.563878333561887324e-01,nan,nan,nan
9.086529478009374161e-01,nan,nan,nan,nan,8.539220803519027569e-01,nan,nan,nan,nan
nan,nan,9.980512810749573305e-01,nan,nan,9.722960126865489716e-01,nan,nan,nan,nan
7.884814986093210409e-01,nan,nan,nan,nan,nan,7.841817427388567685e-01,nan,nan,nan
nan,nan,nan,9.783972668339253609e-01,nan,nan,nan,9.937623799706835070e-01,nan,nan
nan,nan,nan,9.985332437539511385e-01,nan,nan,9.258524345116152521e-01,nan,nan,nan
nan,nan,nan,8.617828695364821989e-01,nan,8.702085453194616793e-01,nan,nan,nan,nan
nan,nan,nan,nan,9.025218114304364159e-01,nan,nan,nan,5.458422078016849088e-01,nan
nan,nan,nan,nan,5.008257240163169755e-01,nan,8.238445788338919495e-01,nan,nan,nan
nan,nan,nan,8.058423817076986184e-01,nan,nan,nan,nan,8.811379745700884669e-01,nan
nan,9.065727524302409357e-01,nan,nan,nan,nan,9.042676124202915222e-01,nan,nan,nan
nan,nan,7.933391391890621813e-01,nan,nan,nan,nan,nan,nan,9.784195654069404169e-01
nan,nan,9.958862462527955373e-01,nan,nan,9.770998377987825112e-01,nan,nan,nan,nan
nan,9.825750154576421425e-01,nan,nan,nan,nan,nan,nan,9.934562242765657691e-01,nan
nan,nan,nan,8.797870260491659211e-01,nan,nan,nan,nan,nan,8.784713556473368046e-01
nan,nan,nan,nan,9.389517647575912340e-01,9.618217160207815919e-01,nan,nan,nan,nan
nan,9.804374255608179212e-01,nan,nan,nan,nan,nan,nan,9.923554726857622965e-01,nan
nan,9.877202294555754714e-01,nan,nan,nan,8.601893209214145353e-01,nan,nan,nan,nan
nan,9.165514227151120297e-01,nan,nan,nan,nan,nan,nan,9.453122404776188592e-01,nan
6.352307536521707432e-01,nan,nan,nan,nan,nan,nan,nan,nan,7.253191891651751266e-01
nan,nan,nan,nan,9.847275219724804796e-01,nan,nan,nan,nan,9.903121707850068844e-01
nan,nan,nan,9.801581675047034148e-01,nan,nan,nan,nan,nan,9.753092442432245157e-01
8.051140408604914311e-01,nan,nan,nan,nan,nan,nan,8.080015529490039983e-01,nan,nan
nan,nan,6.171989223754614784e-01,nan,nan,9.912169133704774593e-01,nan,nan,nan,nan
nan,nan,8.400014396728006094e-01,nan,nan,nan,nan,nan,8.412756156033268651e-01,nan
nan,nan,nan,6.358672183306300907e-01,nan,nan,nan,8.682149714511961935e-01,nan,nan
nan,nan,nan,nan,6.969076031978937991e-01,nan,nan,nan,nan,6.881014027530333310e-01
9.068234298863339093e-01,nan,nan,nan,nan,nan,nan,nan,9.231482855029325973e-01,nan
nan,nan,nan,nan,7.272351311333200563e-01,nan,6.248380648206497412e-01,nan,nan,nan
nan,nan,nan,nan,7.026682520150194788e-01,nan,nan,nan,9.268662995144157923e-01,nan
nan,6.445700846599229372e-01,nan,nan,nan,nan,6.589042457803491182e-01,nan,nan,nan
nan,9.851999211695202652e-01,nan,nan,nan,8.489353332165008315e-01,nan,nan,nan,nan
nan,nan,7.178097197299716514e-01,nan,nan,nan,nan,7.141608969222709158e-01,nan,nan
8.086205891150183289e-01,nan,nan,nan,nan,nan,nan,8.120085550276899822e-01,nan,nan
nan,6.683695098550066493e-01,nan,nan,nan,nan,nan,nan,nan,8.611834029619048758e-01
nan,nan,nan,nan,8.618869973317477839e-01,nan,nan,nan,nan,8.743632678128311353e-01
9.309340793497588029e-01,nan,nan,nan,nan,nan,nan,nan,9.465114485840286918e-01,nan
nan,9.855965820094830798e-01,nan,nan,nan,nan,nan,9.942120975557855456e-01,nan,nan
nan,nan,8.162547092634790946e-01,nan,nan,nan,nan,nan,nan,7.344281098153652154e-01
9.835869603458027299e-01,nan,nan,nan,nan,nan,9.745181534554143710e-01,nan,nan,nan
nan,nan,nan,nan,9.688317629290755795e-01,nan,7.876779075146651543e-01,nan,nan,nan
nan,nan,nan,9.661765780001205783e-01,nan,9.698572638039997251e-01,nan,nan,nan,nan
7.258141137610032434e-01,nan,nan,nan,nan,9.646377991119344797e-01,nan,nan,nan,nan
nan,nan,nan,nan,8.572826139943412471e-01,nan,nan,nan,nan,8.694612328808007939e-01
nan,nan,nan,9.316562044403925436e-01,nan,nan,nan,9.739662436582552374e-01,nan,nan
nan,nan,nan,nan,9.996835672672746975e-01,nan,9.350313426852335796e-01,nan,nan,nan
nan,nan,nan,nan,8.351565622145447065e-01,nan,nan,nan,8.839812558752438987e-01,nan
7.343456363192577552e-01,nan,nan,nan,nan,nan,nan,nan,7.288270439357323882e-01,nan
nan,nan,8.859640569026219215e-01,nan,nan,nan,nan,8.829381058503952273e-01,nan,nan
nan,nan,9.742198846055195594e-01,nan,nan,nan,nan,nan,nan,9.389733415335015376e-01
nan,5.537171928063649995e-01,nan,nan,nan,nan,nan,4.912961612244026721e-01,nan,nan
nan,nan,8.379153595171356939e-01,nan,nan,nan,nan,nan,nan,7.344281098153652154e-01
8.215725524220259812e-01,nan,nan,nan,nan,nan,nan,nan,nan,8.455705482459647815e-01
nan,nan,8.149480497407139978e-01,nan,nan,nan,nan,8.113504449890760473e-01,nan,nan
nan,nan,9.537578606713578155e-01,nan,nan,nan,nan,nan,9.551989449731944637e-01,nan
nan,9.993176139863637619e-01,nan,nan,nan,nan,nan,nan,nan,9.888551776965955886e-01
8.002544597103968815e-01,nan,nan,nan,nan,nan,nan,nan,8.069198702010488278e-01,nan
nan,nan,nan,9.869586819862455895e-01,nan,nan,nan,9.744111541162456813e-01,nan,nan
nan,8.276641280306115123e-01,nan,nan,nan,5.760670210384049028e-01,nan,nan,nan,nan
nan,nan,nan,nan,6.481352207165473889e-01,nan,6.992476675306406042e-01,nan,nan,nan
nan,nan,nan,nan,9.909058327317523673e-01,9.970902257407470159e-01,nan,nan,nan,nan
9.996631851130389768e-01,nan,nan,nan,nan,nan,nan,9.998823187133163426e-01,nan,nan
nan,nan,nan,5.320105088131105164e-01,nan,nan,nan,7.180418592362555197e-01,nan,nan
7.945199326463073808e-01,nan,nan,nan,nan,9.341624826116822211e-01,nan,nan,nan,nan
nan,nan,nan,5.877840309404936958e-01,nan,nan,nan,6.438127608811646807e-01,nan,nan
nan,6.641424966317860390e-01,nan,nan,nan,nan,nan,nan,6.393520815803581669e-01,nan
nan,nan,nan,nan,6.097310400210574910e-01,5.443090455498621472e-01,nan,nan,nan,nan
nan,nan,nan,nan,9.920382535622238596e-01,nan,nan,nan,9.196047962698785661e-01,nan
nan,nan,9.062888328986908881e-01,nan,nan,nan,nan,nan,9.079798668401886097e-01,nan
nan,nan,5.732692434997267439e-01,nan,nan,nan,nan,nan,5.698271127736160846e-01,nan
nan,nan,9.160398401009485214e-01,nan,nan,9.892918759547479901e-01,nan,nan,nan,nan
nan,7.233735184075629210e-01,nan,nan,nan,nan,7.319934613951148972e-01,nan,nan,nan
nan,nan,7.364314188409907258e-01,nan,nan,nan,nan,nan,nan,6.948325201431111431e-01
nan,8.545192040736034889e-01,nan,nan,nan,8.463439539486572460e-01,nan,nan,nan,nan
nan,8.527896976610065405e-01,nan,nan,nan,9.940063094715069214e-01,nan,nan,nan,nan
nan,nan,nan,8.092957149002782957e-01,nan,nan,nan,nan,9.139348161543486837e-01,nan
4.667342468408743894e-01,nan,nan,nan,nan,nan,nan,nan,4.062859986614733576e-01,nan
